Date,Close
7/25/2019 16:00:00,9.8
8/7/2019 16:00:00,9.76
8/13/2019 16:00:00,9.78
8/20/2019 16:00:00,9.85
8/27/2019 16:00:00,9.85
8/28/2019 16:00:00,9.85
9/18/2019 16:00:00,9.9
9/20/2019 16:00:00,9.85
9/24/2019 16:00:00,9.85
9/26/2019 16:00:00,9.85
10/1/2019 16:00:00,9.92
10/3/2019 16:00:00,9.89
10/4/2019 16:00:00,9.92
10/9/2019 16:00:00,9.92
10/15/2019 16:00:00,9.95
10/16/2019 16:00:00,9.93
10/17/2019 16:00:00,9.95
10/18/2019 16:00:00,9.95
10/21/2019 16:00:00,9.92
10/22/2019 16:00:00,9.87
10/25/2019 16:00:00,9.85
10/29/2019 16:00:00,9.93
10/30/2019 16:00:00,9.88
10/31/2019 16:00:00,10.08
11/1/2019 16:00:00,10.08
11/4/2019 16:00:00,10.09
11/5/2019 16:00:00,10.09
11/6/2019 16:00:00,10.05
11/7/2019 16:00:00,10.08
11/8/2019 16:00:00,10.1
11/11/2019 16:00:00,10.09
11/14/2019 16:00:00,10.09
11/18/2019 16:00:00,10.04
11/20/2019 16:00:00,10.04
11/25/2019 16:00:00,10.04
11/26/2019 16:00:00,10.04
11/27/2019 16:00:00,10.05
12/2/2019 16:00:00,10.07
12/5/2019 16:00:00,10.06
12/6/2019 16:00:00,10.07
12/10/2019 16:00:00,10.09
12/11/2019 16:00:00,10.08
12/12/2019 16:00:00,10.07
12/13/2019 16:00:00,10.09
12/16/2019 16:00:00,10.08
12/17/2019 16:00:00,10.09
12/18/2019 16:00:00,10.14
12/19/2019 16:00:00,10.18
12/20/2019 16:00:00,10.17
12/23/2019 16:00:00,10.84
12/24/2019 13:00:00,10.84
12/26/2019 16:00:00,10.74
12/27/2019 16:00:00,10.68
12/30/2019 16:00:00,10.64
